,H_TEAM,H_TEAM_WIN,H_SSN_W,H_LAST10_W,H_LAST5_W,H_SEASON_W_OPP,H_LAST10_W_OPP,H_LAST5_W_OPP,H_AVG_PTS,A_TEAM,A_SSN_W,A_LAST10_W,A_LAST5_W,A_SSN_W_OPP,A_LAST10_W_OPP,A_LAST5_W_OPP,A_AVG_PTS
0,DEN,W,71,9,4,5,5,4,114.4,MIA,62,4,2,1,1,1,103.4
1,MIA,L,62,5,2,1,1,1,106.2,DEN,70,8,4,4,4,4,116.0
2,MIA,L,62,6,2,1,1,1,106.4,DEN,69,7,4,3,3,3,116.5
3,DEN,L,69,8,5,3,3,3,115.4,MIA,61,5,1,0,0,0,105.6
4,DEN,W,68,8,5,2,2,2,117.5,MIA,61,6,2,0,0,0,107.2
5,BOS,L,70,5,3,5,5,3,107.8,MIA,60,6,2,5,5,2,107.4
6,MIA,L,60,6,3,5,5,3,107.6,BOS,69,5,2,4,4,2,108.8
7,BOS,W,68,5,2,3,3,1,109.9,MIA,60,7,4,5,5,4,108.7
8,MIA,L,60,8,4,5,5,5,111.6,BOS,67,4,2,2,2,0,109.8
9,LAL,L,53,5,1,2,2,1,113.8,DEN,67,8,5,5,5,4,117.4
10,MIA,W,59,8,4,4,4,4,110.7,BOS,67,5,2,2,2,1,112.4
11,LAL,L,53,5,2,2,2,2,112.9,DEN,66,7,4,4,4,3,116.3
12,BOS,L,67,5,2,2,2,2,113.6,MIA,58,8,4,3,3,3,111.7
13,DEN,W,65,7,3,3,3,3,117.5,LAL,53,6,3,2,2,2,114.3
14,BOS,L,67,6,3,2,2,2,114.9,MIA,57,7,3,2,2,2,111.6
15,DEN,W,64,7,3,2,2,2,116.5,LAL,53,7,3,2,2,2,112.8
16,BOS,W,66,5,3,6,6,3,115.9,PHI,65,7,2,4,4,2,104.0
17,LAL,W,52,6,3,7,7,3,109.9,GSW,53,6,2,3,3,2,114.0
18,MIA,W,56,7,3,4,4,3,115.0,NYK,56,6,2,5,5,2,100.9
19,PHI,L,65,8,3,4,4,3,108.8,BOS,65,5,2,5,5,2,118.3
20,PHX,L,52,6,2,4,4,2,115.6,DEN,63,7,3,6,6,3,114.9
21,GSW,W,52,5,2,2,2,1,112.5,LAL,52,7,4,7,7,4,112.1
22,NYK,W,55,5,2,4,4,2,103.3,MIA,56,8,4,4,4,3,114.9
23,BOS,L,65,6,3,5,5,2,119.2,PHI,64,8,3,3,3,3,110.9
24,DEN,W,62,7,3,5,5,2,114.0,PHX,52,6,3,4,4,3,116.8
25,LAL,W,51,7,3,6,6,4,112.5,GSW,52,5,2,2,2,1,114.7
26,MIA,W,55,7,4,3,3,3,114.5,NYK,55,5,3,4,4,2,103.7
27,PHI,W,63,7,3,2,2,2,109.4,BOS,65,7,3,5,5,3,119.7
28,PHX,W,51,5,3,3,3,3,114.6,DEN,62,7,3,5,5,2,113.0
29,LAL,W,50,7,3,5,5,4,112.6,GSW,52,6,3,2,2,1,120.7
30,MIA,W,54,7,4,2,2,2,116.3,NYK,55,6,4,4,4,3,108.9
31,PHX,W,50,5,3,2,2,2,114.4,DEN,62,7,4,5,5,3,113.1
32,PHI,L,63,8,4,2,2,2,109.5,BOS,64,7,3,4,4,3,120.4
33,GSW,W,51,6,3,1,1,1,119.9,LAL,50,8,4,5,5,4,114.7
34,BOS,W,63,7,2,3,3,3,118.0,PHI,63,8,5,2,2,2,111.2
35,NYK,W,54,6,3,3,3,3,109.6,MIA,54,7,4,2,2,2,116.6
36,GSW,L,51,7,4,1,1,1,122.3,LAL,49,7,3,4,4,4,114.8
37,DEN,W,61,6,4,4,4,3,113.7,PHX,50,6,4,2,2,2,117.2
38,BOS,L,63,7,3,3,3,3,116.6,PHI,62,8,5,1,1,1,111.0
39,SAC,L,55,4,2,4,4,2,112.8,GSW,50,6,3,6,6,3,121.3
40,NYK,L,54,7,4,3,3,3,112.5,MIA,53,7,4,1,1,1,118.7
41,DEN,W,60,6,4,3,3,3,112.4,PHX,50,7,4,2,2,2,119.3
42,LAL,W,48,7,3,5,5,3,115.8,MEM,56,4,2,3,3,2,113.7
43,GSW,L,50,7,3,6,6,3,124.4,SAC,54,3,2,3,3,2,114.4
44,ATL,L,46,5,2,2,2,2,119.3,BOS,62,7,3,6,6,3,116.0
45,SAC,L,54,4,2,3,3,2,116.6,GSW,49,7,3,5,5,3,124.1
46,CLE,L,53,4,1,2,2,1,105.5,NYK,53,7,3,6,6,4,112.0
47,MIL,L,59,4,1,3,3,2,114.8,MIA,52,7,4,5,5,3,117.7
48,MEM,W,55,4,1,2,2,1,112.9,LAL,48,8,4,5,5,4,119.3
49,DEN,W,59,5,4,5,5,4,110.5,MIN,48,5,2,3,3,1,111.6
50,BOS,L,62,8,4,6,6,4,118.3,ATL,45,5,2,1,1,1,120.6
51,PHX,W,49,7,3,5,5,3,115.7,LAC,47,5,2,3,3,2,117.7
52,MIA,W,51,7,3,4,4,2,118.7,MIL,59,5,1,3,3,3,118.3
53,LAL,W,47,8,4,4,4,3,119.9,MEM,55,4,2,2,2,2,115.0
54,ATL,L,45,5,2,1,1,1,119.2,BOS,61,7,4,5,5,4,116.5
55,MIN,W,47,4,1,2,2,1,111.3,DEN,59,5,4,5,5,4,108.5
56,NYK,W,52,7,2,5,5,4,115.5,CLE,53,5,2,2,2,1,107.0
57,GSW,W,48,6,3,4,4,2,121.1,SAC,54,5,2,3,3,3,116.1
58,LAC,L,47,6,3,3,3,3,120.1,PHX,48,7,2,4,4,2,115.2
59,BKN,L,47,5,1,0,0,0,107.1,PHI,61,8,5,8,8,5,113.0
60,LAL,W,46,8,4,3,3,3,120.9,MEM,55,5,2,2,2,2,116.2
61,MIA,W,50,6,3,3,3,2,115.8,MIL,59,6,2,3,3,3,121.0
62,ATL,W,44,5,1,0,0,0,118.2,BOS,61,8,5,5,5,5,118.0
63,MIN,L,47,4,2,2,2,1,110.2,DEN,58,5,3,4,4,4,108.1
64,NYK,W,51,6,2,4,4,4,116.2,CLE,53,6,3,2,2,1,110.7
65,BKN,L,47,5,2,0,0,0,108.0,PHI,60,7,4,7,7,5,113.9
66,LAC,L,47,6,4,3,3,3,118.7,PHX,47,7,2,3,3,2,114.0
67,GSW,W,47,6,3,3,3,2,121.7,SAC,54,5,2,3,3,3,117.9
68,MEM,W,54,5,2,1,1,1,118.2,LAL,46,8,4,3,3,3,122.4
69,MIL,W,58,5,2,2,2,2,117.8,MIA,50,6,3,3,3,3,112.8
70,DEN,W,57,5,2,3,3,3,108.8,MIN,47,5,3,2,2,2,110.8
71,CLE,W,52,6,3,1,1,1,111.5,NYK,51,6,3,4,4,4,119.2
72,BOS,W,60,8,4,4,4,4,118.1,ATL,44,5,2,0,0,0,119.5
73,PHX,W,46,7,2,2,2,2,114.2,LAC,47,7,4,3,3,3,120.5
74,SAC,W,53,5,2,2,2,2,118.6,GSW,47,7,3,3,3,3,123.8
75,PHI,W,59,6,4,6,6,5,114.8,BKN,47,6,2,0,0,0,112.5
76,MEM,L,54,6,2,1,1,1,122.1,LAL,45,8,4,2,2,2,121.2
77,MIL,L,58,6,3,2,2,2,120.5,MIA,49,5,3,2,2,2,109.8
78,PHX,L,46,7,3,2,2,2,115.9,LAC,46,6,3,2,2,2,119.0
79,DEN,W,56,5,2,2,2,2,109.7,MIN,47,6,4,2,2,2,112.7
80,PHI,W,58,5,3,5,5,5,113.9,BKN,47,6,3,0,0,0,113.8
81,SAC,W,52,5,1,1,1,1,119.5,GSW,47,8,4,3,3,3,123.6
82,BOS,W,59,8,4,3,3,3,120.1,ATL,44,6,3,0,0,0,123.9
83,CLE,L,52,7,3,1,1,1,113.5,NYK,50,5,3,3,3,3,122.5
84,MIN,W,46,6,3,3,3,3,113.2,OKC,46,5,3,1,1,1,118.2
85,MIA,W,48,5,3,0,0,0,112.3,CHI,44,6,3,3,3,3,111.3
86,TOR,L,44,6,3,2,2,2,112.6,CHI,43,6,3,2,2,2,112.8
87,NOP,L,46,7,3,3,3,3,117.0,OKC,45,4,2,1,1,1,116.4
88,MIA,L,48,6,4,3,3,3,113.0,ATL,43,5,3,1,1,1,124.7
89,LAL,W,44,8,4,1,1,1,122.6,MIN,46,7,3,4,4,4,117.0
90,WAS,L,36,3,1,1,1,1,116.2,HOU,24,3,3,0,0,0,113.3
91,DAL,L,40,2,1,3,3,3,116.8,SAS,22,2,2,0,0,0,112.3
92,PHX,L,46,7,4,2,2,2,115.6,LAC,45,6,3,1,1,1,118.8
93,OKC,W,44,4,2,1,1,1,115.0,MEM,54,7,3,2,2,2,125.1
94,LAL,W,43,8,4,1,1,1,120.9,UTA,38,2,1,2,2,2,114.8
95,CHI,W,42,5,3,3,3,3,111.6,DET,17,1,1,0,0,0,107.9
96,MIA,W,47,5,3,2,2,2,110.6,ORL,38,5,2,1,1,1,110.0
97,CLE,L,52,7,3,3,3,3,114.9,CHA,26,4,1,0,0,0,106.5
98,TOR,W,43,5,2,0,0,0,111.6,MIL,58,7,3,3,3,3,123.0
99,BOS,W,58,7,4,2,2,2,119.8,ATL,43,6,3,0,0,0,126.2
100,NYK,L,50,6,4,4,4,4,120.5,IND,36,2,1,1,1,1,116.2
101,BKN,L,47,6,4,0,0,0,114.2,PHI,57,5,3,4,4,4,112.1
102,DEN,W,55,5,1,1,1,1,109.6,SAC,52,5,2,1,1,1,120.9
103,POR,L,34,2,1,1,1,1,108.7,GSW,46,7,4,3,3,3,119.8
104,MIN,W,45,6,2,1,1,1,116.4,NOP,46,8,4,1,1,1,118.1
105,SAS,L,22,3,2,2,2,2,111.8,MIN,44,5,2,1,1,1,114.4
106,UTA,W,37,2,1,1,1,1,115.8,DEN,55,5,1,2,2,2,109.2
107,LAC,W,44,5,3,3,3,3,116.0,POR,34,2,1,0,0,0,106.4
108,BOS,W,57,7,3,3,3,3,120.3,TOR,43,6,3,2,2,2,113.6
109,WAS,W,35,2,1,1,1,1,116.6,MIA,47,6,3,2,2,2,113.6
110,IND,L,36,2,1,2,2,2,116.8,DET,16,0,0,1,1,1,105.7
111,CHA,L,26,4,2,1,1,1,106.0,HOU,23,2,2,0,0,0,112.8
112,LAL,W,42,7,4,1,1,1,119.8,PHX,46,7,5,3,3,3,116.9
113,BKN,W,46,5,4,1,1,1,114.3,ORL,38,6,2,1,1,1,112.9
114,NOP,W,45,8,3,0,0,0,118.5,NYK,50,7,5,1,1,1,122.3
115,SAC,L,52,5,3,1,1,1,123.2,GSW,45,6,3,2,2,2,119.8
116,DAL,L,40,3,2,0,0,0,116.7,CHI,41,5,2,1,1,1,111.0
117,MIL,L,58,8,4,0,0,0,123.4,MEM,53,7,2,2,2,2,122.6
118,ATL,L,43,6,4,1,1,1,124.9,PHI,56,4,3,2,2,2,109.0
119,UTA,L,37,3,1,1,1,1,117.8,OKC,43,4,1,2,2,2,116.0
120,PHX,W,45,7,5,1,1,1,116.6,DEN,55,6,2,3,3,3,109.6
121,ORL,L,38,6,3,1,1,1,114.8,CLE,51,7,3,3,3,3,115.1
122,SAS,W,21,2,1,0,0,0,110.9,POR,34,2,1,3,3,3,104.9
123,PHI,L,56,5,3,1,1,1,113.0,MIA,46,6,2,1,1,1,112.6
124,RGV,L,34,7,4,1,1,1,117.7,DEL,31,5,3,1,1,1,120.9
125,MIL,W,57,7,4,1,1,1,125.2,CHI,41,6,2,3,3,3,113.1
126,BOS,W,56,7,3,2,2,2,121.0,TOR,43,7,4,2,2,2,117.1
127,DAL,W,39,3,1,1,1,1,118.1,SAC,52,6,3,1,1,1,124.5
128,DET,L,16,0,0,1,1,1,104.6,BKN,45,4,3,1,1,1,111.6
129,IND,L,36,3,1,1,1,1,117.8,NYK,49,7,4,3,3,3,119.7
130,LAC,W,43,5,2,3,3,3,116.9,LAL,42,7,4,0,0,0,119.0
131,ATL,W,42,6,3,2,2,2,124.2,WAS,35,2,1,1,1,1,114.4
132,NOP,W,44,7,3,1,1,1,115.9,MEM,53,8,3,2,2,2,122.8
133,WAS,L,35,3,2,1,1,1,113.3,MIL,56,7,3,2,2,2,122.8
134,NOP,L,44,7,4,1,1,1,116.4,SAC,51,6,3,1,1,1,122.5
135,CHA,L,26,4,3,0,0,0,106.8,TOR,42,7,4,3,3,3,117.6
136,BKN,L,45,4,4,2,2,2,112.1,MIN,43,4,2,0,0,0,113.9
137,GSW,W,44,5,3,2,2,2,118.8,OKC,43,4,2,1,1,1,114.6
138,DEL,W,30,5,2,0,0,0,118.7,RGV,34,8,5,1,1,1,118.5
139,ORL,L,38,6,4,1,1,1,114.9,CLE,50,7,3,2,2,2,114.8
140,CHI,L,41,7,3,2,2,2,116.5,ATL,41,5,3,1,1,1,123.4
141,PHX,W,44,6,5,2,2,2,115.5,SAS,21,2,1,0,0,0,114.3
142,HOU,W,22,2,1,0,0,0,111.8,DEN,55,6,3,3,3,3,110.3
143,UTA,L,37,3,1,2,2,2,116.0,LAL,41,7,4,0,0,0,117.8
144,PHI,W,55,5,2,0,0,0,114.8,BOS,56,7,4,3,3,3,121.8
145,MEM,W,52,8,3,1,1,1,123.5,POR,34,2,1,1,1,1,104.7
146,DET,L,16,1,0,1,1,1,105.8,MIA,45,5,2,1,1,1,112.2
147,SXF,L,33,9,5,2,2,2,122.8,RGV,33,8,4,0,0,0,119.1
148,LIN,L,34,4,2,3,3,3,112.8,DEL,29,5,1,1,1,1,120.1
149,ATL,W,40,4,2,1,1,1,122.7,DAL,39,3,1,0,0,0,113.9
150,CLE,W,49,6,3,2,2,2,114.8,IND,36,3,1,1,1,1,117.0
151,OKC,L,43,5,2,1,1,1,114.9,PHX,43,5,4,2,2,2,113.9
152,ORL,W,37,6,4,1,1,1,114.7,DET,16,1,0,2,2,2,107.1
153,CHA,L,26,4,3,0,0,0,107.1,TOR,41,6,3,2,2,2,116.0
154,SAC,L,51,7,4,3,3,3,120.8,SAS,20,2,0,0,0,0,113.3
155,BKN,W,44,4,3,1,1,1,113.2,UTA,37,4,1,0,0,0,116.9
156,HOU,L,22,3,1,1,1,1,112.3,LAL,40,6,4,1,1,1,115.2
157,MIN,L,43,5,3,1,1,1,117.0,POR,33,1,0,2,2,2,105.0
158,CHI,W,40,6,3,0,0,0,115.1,MEM,52,8,4,1,1,1,124.7
159,DEN,W,54,5,3,3,3,3,111.1,GSW,44,6,4,0,0,0,120.1
160,NYK,W,48,6,3,3,3,3,117.4,WAS,35,3,2,1,1,1,111.7
161,MIL,W,55,7,3,1,1,1,124.4,PHI,55,6,2,2,2,2,116.2
162,MIA,W,44,5,2,0,0,0,111.2,DAL,39,3,1,1,1,1,112.5
163,NOP,W,43,7,4,2,2,2,116.9,LAC,43,6,3,0,0,0,116.1
164,HOU,W,21,3,0,1,1,1,111.3,DET,16,1,0,0,0,0,105.9
165,PHX,W,42,4,3,0,0,0,115.8,DEN,54,5,4,3,3,3,113.8
166,PHI,W,54,6,2,2,2,2,115.7,TOR,41,6,3,1,1,1,115.0
167,GSW,W,43,6,4,2,2,2,119.6,SAS,20,2,0,0,0,0,110.8
168,POR,L,33,1,1,1,1,1,105.5,SAC,50,6,3,3,3,3,119.4
169,BKN,W,43,4,2,2,2,2,113.2,ATL,40,5,3,1,1,1,123.4
170,MIN,L,43,5,4,4,4,4,118.2,LAL,39,6,4,0,0,0,115.1
171,MHU,L,34,6,3,3,3,3,107.9,RGV,32,8,3,2,2,2,121.5
172,WAS,L,35,3,2,2,2,2,111.5,ORL,36,5,3,1,1,1,115.5
173,BOS,W,55,7,4,0,0,0,123.0,UTA,37,5,1,1,1,1,118.6
174,CHA,L,26,5,4,1,1,1,109.3,CHI,39,6,2,2,2,2,114.9
175,IND,W,35,3,1,0,0,0,117.0,OKC,43,6,2,1,1,1,113.4
176,CLE,L,49,7,4,1,1,1,113.6,NYK,47,5,2,2,2,2,116.1
177,MEM,W,51,8,4,0,0,0,124.3,LAC,43,7,3,2,2,2,117.5
178,LIN,W,33,4,1,0,0,0,112.6,CLC,31,6,5,2,2,2,111.3
179,DEN,L,54,5,4,2,2,2,114.6,NOP,42,6,4,1,1,1,115.8
180,DEL,W,28,5,1,2,2,2,124.4,CCG,29,8,5,2,2,2,114.0
181,MIL,L,55,7,4,1,1,1,126.1,BOS,54,7,3,1,1,1,120.5
182,STO,L,34,9,4,0,0,0,124.0,SXF,32,8,5,2,2,2,123.9
183,IND,L,35,4,1,1,1,1,116.8,MIL,54,7,4,2,2,2,123.0
184,PHI,W,53,6,1,0,0,0,116.1,DAL,39,3,1,1,1,1,112.3
185,OKC,W,42,6,2,1,1,1,113.7,DET,16,1,0,1,1,1,107.0
186,POR,L,33,1,1,1,1,1,106.8,SAC,49,6,2,2,2,2,120.2
187,SBL,L,34,6,3,2,2,2,121.6,RGV,31,8,3,0,0,0,121.6
188,SAS,L,20,3,1,3,3,3,111.9,UTA,36,4,1,1,1,1,117.4
189,MEM,L,51,9,5,0,0,0,122.3,LAC,42,7,3,1,1,1,116.9
190,NYK,W,46,4,2,2,2,2,116.5,MIA,44,5,2,1,1,1,112.0
191,MNE,L,30,5,3,2,2,2,110.6,CLC,30,5,4,0,0,0,111.1
192,CHI,L,39,7,3,1,1,1,115.6,LAL,38,6,3,0,0,0,114.2
193,PHX,W,41,4,2,2,2,2,118.3,MIN,43,5,4,1,1,1,117.6
194,BKN,W,42,3,1,1,1,1,112.2,HOU,21,3,0,0,0,0,111.0
195,GSW,W,42,5,3,1,1,1,118.6,NOP,42,7,5,2,2,2,116.2
196,SLC,L,26,7,3,1,1,1,120.5,SXF,31,7,5,0,0,0,125.2
197,TOR,W,40,5,3,2,2,2,115.7,MIA,44,6,3,1,1,1,115.8
198,WAS,W,34,2,1,0,0,0,110.5,BOS,54,7,4,2,2,2,120.8
199,ATL,W,39,5,2,1,1,1,123.6,CLE,49,8,4,2,2,2,113.6
200,CCG,W,28,7,5,1,1,1,116.3,FWN,30,5,5,1,1,1,117.0
201,MEM,W,50,9,5,2,2,2,124.1,ORL,36,5,4,1,1,1,117.0
202,OKC,L,42,6,3,0,0,0,110.4,CHA,25,5,3,1,1,1,106.8
203,UTA,L,36,4,2,1,1,1,119.0,PHX,40,4,2,1,1,1,119.6
204,IND,L,35,4,1,1,1,1,120.7,DAL,38,3,1,0,0,0,111.6
205,POR,L,33,2,1,1,1,1,108.8,NOP,41,6,4,2,2,2,114.6
206,SAC,L,49,7,3,1,1,1,120.9,MIN,42,5,3,2,2,2,119.5
207,DEN,W,53,5,4,0,0,0,114.8,PHI,53,7,2,1,1,1,116.7
208,NYK,W,45,4,2,1,1,1,115.9,HOU,21,3,0,0,0,0,112.0
209,DET,L,16,1,0,0,0,0,105.7,MIL,53,7,3,3,3,3,123.8
210,LAC,W,41,6,2,1,1,1,117.2,CHI,39,7,4,0,0,0,116.6
211,ATL,L,39,5,3,0,0,0,124.5,MEM,49,8,5,1,1,1,122.1
212,CHA,W,24,4,2,1,1,1,104.4,DAL,38,3,2,0,0,0,113.8
213,BOS,W,53,6,4,1,1,1,120.0,SAS,20,3,1,0,0,0,113.6
214,ORL,W,35,4,3,0,0,0,117.0,BKN,42,4,1,1,1,1,113.4
215,GSW,L,42,5,3,2,2,2,121.8,MIN,41,5,2,1,1,1,120.6
216,POR,L,33,3,1,0,0,0,109.8,OKC,41,6,2,3,3,3,112.3
217,LAL,L,38,7,3,0,0,0,114.7,CHI,38,6,4,0,0,0,115.2
218,TOR,W,39,5,3,1,1,1,115.9,WAS,34,3,1,1,1,1,112.0
219,CLE,W,48,8,4,1,1,1,114.2,HOU,21,3,1,0,0,0,112.5
220,LAC,L,41,6,3,0,0,0,115.3,NOP,40,5,3,1,1,1,111.4
221,SAC,W,48,7,3,2,2,2,121.1,UTA,36,4,2,1,1,1,118.0
222,SBL,W,33,6,2,4,4,4,124.4,GLI,15,3,1,0,0,0,107.6
223,DEL,L,28,6,1,0,0,0,124.8,FWN,29,5,4,1,1,1,116.7
224,ATL,W,38,4,2,1,1,1,121.1,IND,35,5,2,1,1,1,120.2
225,MIA,L,44,7,4,1,1,1,117.5,BKN,41,4,0,2,2,2,110.7
226,PHX,W,39,4,1,0,0,0,119.6,PHI,53,8,3,1,1,1,120.9
227,SCW,W,25,6,4,1,1,1,120.3,TEX,16,1,1,0,0,0,110.7
228,CCG,W,27,6,4,0,0,0,117.0,WES,15,1,0,3,3,3,110.9
229,RGV,W,30,7,3,0,0,0,118.1,LIN,33,5,1,1,1,1,112.7
230,DEN,W,52,5,3,0,0,0,113.2,MIL,53,8,4,1,1,1,124.9
231,GBO,L,18,4,3,2,2,2,115.4,RAP,22,4,1,2,2,2,113.5
232,IWA,L,20,3,1,0,0,0,115.4,OSC,17,7,3,0,0,0,114.7
233,BHM,W,10,5,3,0,0,0,118.6,CPS,27,5,2,1,1,1,116.4
234,SXF,W,30,7,5,1,1,1,124.3,MHU,34,7,3,0,0,0,109.8
235,TOR,W,38,4,3,3,3,3,114.9,DET,16,1,1,0,0,0,105.0
236,STO,W,33,9,4,1,1,1,124.6,MXC,30,4,2,0,0,0,108.8
237,POR,L,33,3,1,0,0,0,111.3,CHI,37,6,3,1,1,1,114.5
238,LAL,W,37,6,3,1,1,1,113.3,OKC,41,7,3,1,1,1,114.1
239,UTA,L,36,4,3,0,0,0,115.8,MIL,52,7,4,1,1,1,123.5
240,SXF,W,29,7,4,0,0,0,124.2,MHU,34,8,4,0,0,0,111.6
241,MEM,W,48,7,4,3,3,3,119.9,HOU,21,4,2,0,0,0,115.3
242,DEL,L,28,7,2,0,0,0,127.4,FWN,28,4,3,0,0,0,115.5
243,MCC,L,21,7,5,1,1,1,112.8,CLC,29,5,3,2,2,2,110.0
244,GBO,W,17,3,2,1,1,1,114.2,RAP,22,5,2,2,2,2,115.4
245,SAC,W,47,6,3,2,2,2,121.0,PHX,39,5,1,2,2,2,117.4
246,BOS,W,52,5,3,1,1,1,118.5,IND,35,5,2,1,1,1,120.6
247,WAS,W,33,2,1,1,1,1,109.5,SAS,20,3,1,0,0,0,112.2
248,DAL,L,38,4,2,0,0,0,116.2,CHA,23,3,1,0,0,0,103.3
249,GSW,W,41,4,2,0,0,0,120.3,PHI,53,9,4,1,1,1,123.0
250,ONT,W,16,5,2,1,1,1,105.0,TEX,16,1,1,0,0,0,108.2
251,CCG,W,26,6,4,0,0,0,116.8,WIS,19,4,2,1,1,1,114.8
252,LAC,W,40,5,3,0,0,0,112.7,OKC,41,8,4,3,3,3,116.6
253,SLC,W,25,7,3,1,1,1,119.0,AUS,13,2,0,0,0,0,108.4
254,NOP,W,39,5,3,1,1,1,112.0,CHA,23,3,1,0,0,0,102.8
255,RGV,W,29,7,3,0,0,0,117.2,SCW,25,6,5,1,1,1,120.4
256,ORL,W,34,4,2,0,0,0,117.6,NYK,45,5,3,2,2,2,117.5
257,MNE,W,29,4,3,2,2,2,110.6,WES,15,1,0,0,0,0,112.0
258,BKN,L,41,5,1,1,1,1,110.8,CLE,47,7,4,1,1,1,113.9
259,OSC,W,16,6,3,0,0,0,113.3,LIN,33,6,1,1,1,1,113.6
260,GLI,L,15,4,2,1,1,1,110.7,OKL,20,5,3,3,3,3,111.0
261,WCB,W,29,7,3,0,0,0,116.6,CPS,27,6,2,1,1,1,116.8
262,CLC,W,28,5,2,1,1,1,112.2,GRG,14,3,2,2,2,2,105.7
263,ONT,L,16,5,3,0,0,0,106.7,MHU,33,8,4,1,1,1,113.4
264,CHI,L,37,6,4,2,2,2,115.2,PHI,52,8,4,1,1,1,124.0
265,MIN,W,40,5,2,1,1,1,118.9,ATL,38,5,2,0,0,0,121.6
266,WAS,L,33,2,1,0,0,0,110.0,DEN,51,5,2,1,1,1,114.7
267,DAL,L,38,4,2,1,1,1,115.9,GSW,40,4,2,1,1,1,118.4
268,MIL,W,51,7,3,0,0,0,124.4,SAS,20,4,2,1,1,1,113.8
269,IWA,W,19,2,0,0,0,0,114.1,BHM,10,6,4,1,1,1,117.5
270,UTA,L,36,5,4,2,2,2,116.1,POR,32,2,0,2,2,2,109.6
271,STO,W,32,9,4,0,0,0,124.3,MXC,30,4,2,0,0,0,108.2
272,TOR,L,38,5,3,0,0,0,113.9,IND,34,5,2,2,2,2,121.2
273,MIA,W,43,6,3,0,0,0,116.8,NYK,45,6,3,2,2,2,119.7
274,LAL,W,36,6,2,0,0,0,113.4,PHX,39,5,1,3,3,3,116.4
275,MEM,W,47,6,4,2,2,2,116.6,HOU,21,5,3,0,0,0,115.0
276,GBO,L,17,3,2,1,1,1,112.6,CCG,25,5,3,2,2,2,114.8
277,BKN,L,41,5,2,1,1,1,111.7,CLE,46,7,3,0,0,0,114.2
278,ORL,W,33,3,2,0,0,0,117.1,WAS,33,3,1,2,2,2,110.7
279,WCB,L,29,8,4,1,1,1,118.5,MNE,28,4,2,0,0,0,113.3
280,SLC,W,24,7,3,0,0,0,121.3,AUS,13,2,1,0,0,0,109.6
281,OSC,L,16,6,3,0,0,0,112.6,LIN,32,6,1,0,0,0,113.8
282,RGV,L,29,7,4,0,0,0,115.2,SCW,24,6,4,0,0,0,119.2
283,NOP,W,38,4,2,4,4,4,109.4,SAS,20,5,2,0,0,0,115.6
284,RAP,W,21,5,1,0,0,0,114.7,CPS,27,6,3,2,2,2,119.9
285,WIS,W,18,4,2,2,2,2,114.2,GRG,14,3,2,1,1,1,105.4
286,SAC,L,47,7,3,0,0,0,122.9,BOS,51,5,3,1,1,1,117.0
287,SBL,L,33,7,3,3,3,3,125.4,OKL,19,4,2,0,0,0,107.6
288,ATL,W,37,4,2,3,3,3,120.3,DET,16,1,1,0,0,0,105.8
289,LAC,L,40,5,4,0,0,0,115.1,OKC,40,7,4,2,2,2,118.2
290,ONT,L,16,6,4,0,0,0,107.3,MHU,32,8,4,0,0,0,113.2
291,HOU,L,21,5,3,0,0,0,114.1,GSW,39,4,2,3,3,3,117.8
292,MXC,L,30,5,2,1,1,1,110.8,BHM,9,5,3,0,0,0,116.3
293,NYK,L,45,7,3,1,1,1,117.2,MIN,39,4,1,0,0,0,115.3
294,MEM,W,46,6,4,2,2,2,116.7,DAL,38,4,2,1,1,1,115.9
295,CHA,W,22,3,1,0,0,0,103.0,IND,34,6,3,3,3,3,122.4
296,UTA,W,35,5,3,0,0,0,115.3,SAC,47,8,4,2,2,2,123.2
297,MCC,W,20,7,4,1,1,1,112.2,WES,15,1,0,0,0,0,114.6
298,PHI,L,52,9,5,1,1,1,125.4,CHI,36,6,4,1,1,1,114.5
299,OKC,W,39,6,3,0,0,0,117.5,PHX,39,6,2,2,2,2,116.8
300,HOU,L,21,5,3,1,1,1,114.6,NOP,37,3,2,2,2,2,108.3
301,POR,L,32,2,0,0,0,0,109.9,LAC,39,4,4,2,2,2,120.9
302,TEX,L,16,1,1,1,1,1,107.3,OKL,18,3,1,0,0,0,106.7
303,LAL,W,35,5,2,1,1,1,113.2,ORL,33,4,2,0,0,0,116.7
304,STO,W,31,8,4,2,2,2,123.2,GLI,15,4,2,0,0,0,111.4
305,MIL,W,50,7,3,2,2,2,124.4,TOR,38,5,3,0,0,0,112.1
306,MXC,W,29,4,2,0,0,0,108.3,BHM,9,5,4,0,0,0,115.9
307,SLC,W,23,6,3,0,0,0,120.8,SBL,33,8,3,3,3,3,126.0
308,SAS,W,19,4,2,0,0,0,113.2,ATL,37,5,3,1,1,1,121.4
309,BKN,L,41,5,2,1,1,1,111.9,DEN,50,5,1,0,0,0,117.3
310,DET,L,16,1,1,1,1,1,106.4,MIA,42,5,3,0,0,0,115.2
311,WCB,W,28,8,4,0,0,0,118.5,MNE,28,5,3,0,0,0,115.6
312,FWN,W,27,4,2,3,3,3,116.8,WIS,18,4,2,0,0,0,114.8
313,AUS,L,13,2,1,1,1,1,107.7,GBO,16,2,1,0,0,0,111.8
314,WAS,L,33,4,1,1,1,1,110.8,SAC,46,8,4,0,0,0,122.4
