,H_TEAM,H_TEAM_WIN,H_SSN_W,H_LAST10_W,H_LAST5_W,H_SEASON_W_OPP,H_LAST10_W_OPP,H_LAST5_W_OPP,H_AVG_PTS,A_TEAM,A_SSN_W,A_LAST10_W,A_LAST5_W,A_SSN_W_OPP,A_LAST10_W_OPP,A_LAST5_W_OPP,A_AVG_PTS
945,ONT,W,7,6,3,0,0,0,108.5,SLC,11,5,3,0,0,0,118.0
946,CHI,W,24,5,2,1,1,1,117.3,ATL,26,7,4,1,1,1,118.6
947,ORL,W,21,4,2,2,2,2,114.1,BOS,37,9,5,1,1,1,118.2
948,POR,W,22,2,2,2,2,2,112.5,SAS,15,2,1,0,0,0,116.0
949,HOU,W,13,0,0,0,0,0,110.6,MIN,28,7,3,3,3,3,117.8
950,UTA,W,25,5,3,0,0,0,118.5,CHA,13,3,2,0,0,0,117.3
951,SAC,W,30,7,4,1,1,1,127.1,MEM,34,8,3,2,2,2,124.5
952,DET,L,12,3,1,0,0,0,113.7,MIL,29,6,2,2,2,2,112.2
953,MCC,W,6,2,1,0,0,0,107.7,WIS,12,5,1,3,3,3,116.1
954,MIA,W,29,6,3,2,2,2,108.2,NOP,30,3,1,0,0,0,112.2
955,FWN,L,18,7,4,0,0,0,125.2,CPS,15,3,2,0,0,0,114.6
956,POR,L,22,3,2,1,1,1,114.8,LAL,22,6,2,1,1,1,120.8
957,BHM,L,2,1,1,1,1,1,108.3,STO,18,8,4,0,0,0,115.5
958,MXC,W,19,7,3,0,0,0,116.3,SCW,12,4,2,1,1,1,120.0
959,MNE,W,18,7,2,0,0,0,123.6,OSC,8,8,4,1,1,1,119.2
960,CLC,W,19,8,5,0,0,0,109.8,CCG,17,7,3,0,0,0,113.1
961,TOR,W,23,4,1,2,2,2,116.0,NYK,28,6,2,1,1,1,113.6
962,DAL,L,27,4,2,1,1,1,114.1,LAC,26,3,2,1,1,1,109.5
963,WES,L,8,2,2,0,0,0,109.3,IWA,13,2,1,0,0,0,116.4
964,PHX,W,24,3,2,1,1,1,103.8,MEM,34,9,4,2,2,2,125.3
965,DEN,L,36,9,5,3,3,3,121.4,OKC,27,7,4,1,1,1,123.1
966,GSW,L,26,5,3,0,0,0,122.1,BKN,30,5,1,1,1,1,111.1
967,SAC,L,30,7,5,0,0,0,125.2,PHI,33,8,4,1,1,1,120.1
968,GBO,L,9,3,1,0,0,0,110.2,WCB,15,3,1,0,0,0,113.0
969,WAS,W,20,5,2,1,1,1,114.1,ORL,21,4,2,0,0,0,112.4
970,CLE,W,29,5,2,1,1,1,113.1,MIL,29,6,3,2,2,2,111.5
971,MNE,L,18,7,3,0,0,0,123.7,OSC,7,7,4,0,0,0,117.1
972,TEX,W,12,4,1,0,0,0,114.9,OKL,11,3,1,0,0,0,113.1
973,RGV,L,17,3,3,1,1,1,116.2,GLI,9,4,1,0,0,0,116.8
974,DEL,L,14,7,4,1,1,1,121.8,LIN,19,7,4,2,2,2,114.8
975,TOR,L,23,4,2,2,2,2,117.0,BOS,36,8,5,1,1,1,118.7
976,SLC,L,11,5,3,0,0,0,117.3,SBL,19,7,4,2,2,2,119.7
977,PHX,W,23,2,2,0,0,0,103.0,IND,25,3,0,0,0,0,114.4
978,WIS,L,12,6,1,0,0,0,113.4,RAP,11,4,3,0,0,0,116.6
979,BHM,W,1,0,0,0,0,0,106.5,STO,18,9,4,0,0,0,116.5
980,ATL,L,26,7,5,1,1,1,120.9,CHA,12,2,1,1,1,1,115.7
981,MIN,W,27,7,3,2,2,2,118.9,HOU,13,0,0,0,0,0,109.0
982,AUS,L,8,3,2,1,1,1,103.3,ONT,6,6,3,0,0,0,108.1
983,MXC,L,19,8,4,0,0,0,115.1,SCW,11,3,2,0,0,0,117.0
984,AUS,W,7,2,1,0,0,0,103.2,ONT,6,6,4,0,0,0,108.9
985,GRG,L,7,3,0,0,0,0,103.0,CCG,16,7,2,0,0,0,114.2
986,CLE,L,29,6,2,0,0,0,112.0,GSW,25,5,2,1,1,1,121.3
987,ORL,W,20,3,2,0,0,0,111.1,NOP,30,3,2,0,0,0,111.3
988,ATL,W,25,6,4,1,1,1,119.1,NYK,28,7,3,1,1,1,112.0
989,RGV,W,16,3,2,0,0,0,119.0,GLI,9,4,1,0,0,0,115.7
990,SAC,W,29,7,5,0,0,0,126.0,OKC,27,7,4,0,0,0,121.4
991,DAL,W,26,4,1,0,0,0,115.2,MIA,29,7,4,0,0,0,111.8
992,LAL,W,21,6,1,0,0,0,121.6,MEM,34,10,5,0,0,0,124.8
993,UTA,L,25,5,4,0,0,0,120.2,BKN,29,5,1,0,0,0,110.2
994,DEN,W,35,9,5,1,1,1,120.3,IND,25,4,0,0,0,0,116.4
995,SAS,L,15,2,1,0,0,0,115.9,LAC,25,2,2,2,2,2,109.4
996,MIN,W,26,6,2,0,0,0,116.5,TOR,23,5,3,0,0,0,115.7
997,SLC,L,11,5,4,0,0,0,116.6,FWN,17,7,4,0,0,0,126.5
998,BOS,W,35,8,5,0,0,0,118.2,GSW,25,6,2,1,1,1,120.5
999,PHX,W,22,1,1,0,0,0,101.5,BKN,29,6,2,0,0,0,111.5
1000,SBL,W,18,6,4,0,0,0,117.6,MCC,6,2,1,0,0,0,106.0
1001,DET,L,12,3,1,0,0,0,114.7,CHI,23,5,2,1,1,1,117.9
1002,POR,L,22,3,2,0,0,0,116.5,PHI,32,8,4,0,0,0,121.1
1003,WCB,L,15,3,1,0,0,0,111.6,CPS,14,3,1,0,0,0,114.7
1004,SXF,L,17,6,2,0,0,0,115.6,OSC,6,6,4,1,1,1,116.22222222222223
1005,MHU,W,18,9,4,1,1,1,118.0,SCW,11,3,2,0,0,0,114.4
1006,GBO,L,9,3,2,0,0,0,109.1,CLC,18,7,5,0,0,0,111.6
1007,NYK,L,28,7,3,2,2,2,113.0,WAS,19,5,1,0,0,0,114.1
1008,DAL,L,26,5,1,0,0,0,115.9,ATL,24,5,4,0,0,0,116.8
1009,WIS,W,11,5,1,0,0,0,112.1,WES,8,2,2,0,0,0,107.1
1010,OKC,W,26,6,4,0,0,0,120.1,IND,25,5,1,0,0,0,119.3
1011,DEN,W,34,9,5,0,0,0,120.5,MIN,26,6,3,1,1,1,116.1
1012,NOP,L,30,4,2,0,0,0,114.2,MIA,28,6,3,1,1,1,111.3
1013,MEM,W,33,10,5,0,0,0,125.2,CLE,29,6,3,0,0,0,113.2
1014,LAL,L,21,6,2,1,1,1,120.3,SAC,28,7,4,4,4,4,127.1
1015,HOU,L,13,0,0,0,0,0,108.7,CHA,11,2,0,0,0,0,115.6
1016,OKL,L,11,4,1,2,2,2,115.1,STO,17,9,4,0,0,0,115.8
1017,CCG,L,16,8,3,1,1,1,113.6,LIN,18,7,4,1,1,1,114.9
1018,UTA,W,24,4,3,2,2,2,120.1,LAC,25,2,2,1,1,1,110.1
1019,GLI,L,9,5,2,0,0,0,115.7,FWN,16,7,3,1,1,1,127.2
1020,SXF,L,17,6,3,0,0,0,116.4,OSC,5,5,4,0,0,0,117.75
1021,LAC,L,25,3,2,0,0,0,111.5,PHI,31,7,4,1,1,1,120.7
1022,MHU,W,17,8,4,0,0,0,113.6,SCW,11,3,3,0,0,0,113.1
1023,BHM,L,1,1,0,0,0,0,109.4,RGV,15,3,1,0,0,0,118.3
1024,MIL,W,28,6,3,1,1,1,110.8,TOR,23,5,4,0,0,0,114.1
1025,SAS,W,14,2,0,0,0,0,117.5,BKN,29,7,2,1,1,1,113.5
1026,DEN,W,33,8,5,2,2,2,120.9,POR,22,4,2,1,1,1,117.6
1027,ONT,L,6,6,4,1,1,1,110.66666666666667,MCC,5,2,0,0,0,0,105.0
1028,CLE,W,28,5,2,0,0,0,113.6,NOP,30,5,2,0,0,0,115.8
1029,CHA,L,11,2,1,0,0,0,114.3,BOS,34,8,5,4,4,4,117.8
1030,MIL,W,27,5,2,0,0,0,108.9,IND,25,6,2,0,0,0,120.3
1031,NYK,L,28,7,4,1,1,1,113.0,TOR,22,4,3,1,1,1,113.1
1032,LAL,W,20,6,2,0,0,0,119.2,HOU,13,0,0,0,0,0,105.7
1033,MIN,L,26,6,4,1,1,1,115.4,UTA,23,3,2,1,1,1,118.2
1034,LIN,W,17,7,3,1,1,1,116.3,GRG,7,4,1,0,0,0,106.0
1035,DEL,W,13,7,3,0,0,0,119.2,WIS,11,5,2,0,0,0,109.9
1036,WAS,L,19,6,1,0,0,0,114.8,GSW,24,6,1,2,2,2,120.1
1037,AUS,L,7,2,1,0,0,0,103.6,STO,16,9,4,1,1,1,113.8
1038,CPS,L,14,4,1,2,2,2,116.3,CCG,15,8,3,1,1,1,113.4
1039,MEM,W,32,9,5,1,1,1,122.4,PHX,22,2,1,1,1,1,103.4
1040,ATL,W,23,4,3,0,0,0,116.1,MIA,28,7,4,1,1,1,111.2
1041,WCB,L,15,4,2,2,2,2,110.7,CLC,17,7,5,3,3,3,111.8
1042,GLI,L,9,5,2,0,0,0,112.8,FWN,15,7,3,0,0,0,125.9
1043,TEX,L,12,5,1,0,0,0,115.6,SLC,10,4,4,0,0,0,114.5
1044,CHI,W,22,5,2,0,0,0,116.6,GSW,24,6,2,1,1,1,119.6
1045,SAS,L,14,2,1,0,0,0,117.0,SAC,27,6,3,1,1,1,124.5
1046,POR,W,21,3,1,1,1,1,114.3,DAL,26,6,2,2,2,2,116.2
1047,BKN,L,29,8,3,0,0,0,117.6,OKC,25,6,4,0,0,0,121.9
1048,ONT,W,5,5,3,0,0,0,109.75,MCC,5,2,1,0,0,0,103.6
1049,LAL,L,20,6,3,0,0,0,119.5,PHI,30,6,3,1,1,1,120.5
1050,SXF,L,17,6,4,0,0,0,115.4,RAP,10,3,2,0,0,0,115.6
1051,LAC,W,24,3,1,3,3,3,113.6,HOU,13,1,0,0,0,0,109.0
1052,IWA,W,12,2,0,0,0,0,118.7,MHU,17,9,5,0,0,0,114.6
1053,DEN,W,32,8,5,0,0,0,120.3,ORL,20,4,2,0,0,0,112.8
1054,DET,L,12,4,1,0,0,0,116.4,NYK,27,6,4,4,4,4,112.5
1055,TOR,L,22,5,3,1,1,1,114.6,ATL,22,4,3,1,1,1,117.7
1056,CHA,L,11,2,1,0,0,0,115.0,BOS,33,8,5,3,3,3,119.5
1057,MXC,W,18,8,4,3,3,3,118.4,AUS,7,3,1,1,1,1,107.2
1058,FWN,W,14,6,2,2,2,2,122.8,WIS,11,5,3,0,0,0,105.6
1059,POR,W,20,2,0,0,0,0,110.5,DAL,26,7,2,2,2,2,116.7
1060,IND,L,25,6,2,0,0,0,118.4,MEM,31,8,5,0,0,0,120.3
1061,TEX,W,11,4,1,0,0,0,114.8,SBL,18,7,5,1,1,1,119.2
1062,CPS,W,13,4,1,1,1,1,118.2,CCG,15,8,4,1,1,1,114.0
1063,UTA,L,23,3,3,0,0,0,118.7,PHI,29,6,3,1,1,1,120.6
1064,MIN,W,25,5,4,1,1,1,115.4,CLE,28,5,3,0,0,0,114.1
1065,MNE,L,18,8,4,2,2,2,123.8,DEL,12,7,3,2,2,2,119.8
1066,WCB,L,15,5,3,2,2,2,111.3,CLC,16,7,4,2,2,2,112.8
1067,LIN,W,16,6,3,0,0,0,117.5,GRG,7,4,1,0,0,0,109.3
1068,BHM,L,1,1,0,0,0,0,109.55555555555556,SLC,9,4,3,1,1,1,115.8
1069,STO,W,15,8,4,1,1,1,113.1,RGV,15,3,1,0,0,0,116.1
1070,MIA,W,27,7,3,1,1,1,111.4,MIL,27,5,3,0,0,0,111.2
1071,OSC,W,4,4,3,0,0,0,117.85714285714286,GBO,9,3,2,1,1,1,107.8
1072,OSC,L,4,4,4,0,0,0,115.33333333333333,GBO,8,3,1,0,0,0,105.4
1073,SAC,W,26,5,3,1,1,1,121.7,HOU,13,1,0,0,0,0,108.2
1074,WAS,L,19,6,2,0,0,0,115.2,NYK,26,5,4,1,1,1,113.0
1075,STO,W,14,8,4,0,0,0,112.5,RGV,15,3,1,0,0,0,116.1
1076,TEX,L,11,4,2,0,0,0,114.5,SBL,17,7,4,0,0,0,119.8
1077,UTA,W,22,3,2,0,0,0,119.5,ORL,20,5,3,0,0,0,113.6
1078,IND,L,25,7,3,1,1,1,118.4,ATL,21,3,2,0,0,0,117.2
1079,SCW,L,11,3,3,1,1,1,113.7,SXF,16,6,4,0,0,0,113.3
1080,CHI,L,22,5,3,0,0,0,117.4,OKC,24,5,3,1,1,1,122.0
1081,MIN,W,24,4,4,0,0,0,114.2,PHX,22,2,1,2,2,2,104.3
1082,LAC,L,24,3,1,0,0,0,114.7,DEN,31,8,4,3,3,3,121.6
1083,CLC,W,15,7,3,2,2,2,112.2,WIS,11,5,4,0,0,0,105.6
1084,SAS,L,14,3,1,0,0,0,118.3,GSW,23,5,2,1,1,1,114.6
1085,MXC,W,17,8,3,2,2,2,116.9,AUS,7,3,2,1,1,1,106.8
1086,DET,L,12,4,2,0,0,0,118.5,NOP,29,5,2,2,2,2,115.5
1087,BHM,L,1,1,0,0,0,0,109.5,SLC,8,4,2,0,0,0,114.5
1088,POR,L,20,2,1,0,0,0,111.3,CLE,27,5,3,1,1,1,113.6
1089,BKN,L,29,9,4,0,0,0,120.2,BOS,32,8,4,1,1,1,120.7
1090,MCC,L,5,2,1,0,0,0,104.7,RAP,9,3,1,0,0,0,116.2
1091,MIA,W,26,6,3,0,0,0,111.4,MIL,27,5,4,0,0,0,111.0
1092,GLI,L,9,5,3,1,1,1,110.7,OKL,10,3,1,2,2,2,113.5
1093,TOR,W,21,5,2,1,1,1,113.5,CHA,11,3,1,0,0,0,117.0
1094,MNE,L,18,9,5,2,2,2,123.7,DEL,11,6,3,1,1,1,116.6
1095,LAL,L,20,6,4,0,0,0,121.0,DAL,25,7,2,1,1,1,116.0
1096,SCW,W,10,3,2,0,0,0,113.3,SXF,16,7,5,0,0,0,113.8
1097,PHI,L,29,7,4,1,1,1,121.1,OKC,23,5,3,0,0,0,118.8
1098,ONT,W,4,4,3,0,0,0,107.42857142857143,IWA,12,3,1,0,0,0,120.1
1099,SAC,W,25,5,2,0,0,0,121.6,HOU,13,1,0,0,0,0,107.7
1100,DEN,W,30,8,4,2,2,2,121.0,PHX,22,2,1,0,0,0,104.6
1101,DET,W,11,3,1,1,1,1,115.5,MIN,24,4,4,0,0,0,112.3
1102,MEM,W,30,8,5,2,2,2,119.3,SAS,14,3,1,0,0,0,116.7
1103,NYK,W,25,4,4,2,2,2,111.7,IND,25,8,4,1,1,1,118.8
1104,WIS,L,11,6,5,0,0,0,106.4,MHU,16,9,5,0,0,0,116.3
1105,OSC,W,3,3,3,0,0,0,112.6,WES,8,2,2,0,0,0,106.1
1106,ONT,W,3,3,3,1,1,1,104.33333333333333,BHM,1,1,0,0,0,0,110.0
1107,ATL,L,21,4,2,4,4,4,119.3,MIL,26,4,3,1,1,1,110.2
1108,BOS,W,31,7,3,1,1,1,119.4,NOP,29,6,2,0,0,0,116.9
1109,SBL,W,16,7,3,2,2,2,120.6,OKL,10,3,1,0,0,0,112.9
1110,WAS,W,18,6,2,1,1,1,116.5,CHI,22,6,3,1,1,1,119.5
1111,LIN,L,16,6,4,1,1,1,114.5,WCB,14,5,2,0,0,0,112.1
1112,LAC,W,23,3,0,0,0,0,116.0,DAL,25,8,3,1,1,1,116.3
1113,GRG,L,7,5,1,0,0,0,108.4,MNE,17,8,5,1,1,1,120.4
1114,RAP,L,9,4,2,3,3,3,114.6,CCG,14,8,4,1,1,1,112.2
1115,SLC,L,8,4,2,0,0,0,111.6,RGV,14,3,0,0,0,0,112.8
1116,POR,L,20,3,1,0,0,0,111.4,ORL,19,4,2,0,0,0,115.2
1117,MIA,W,25,5,3,1,1,1,110.5,OKC,23,6,3,0,0,0,120.0
1118,WES,W,7,2,1,1,1,1,104.9,GBO,8,3,1,1,1,1,106.2
1119,TOR,W,20,4,2,0,0,0,110.4,CHA,11,3,1,0,0,0,115.5
1120,PHI,W,28,7,4,2,2,2,117.7,DET,11,3,2,0,0,0,113.2
1121,UTA,W,21,3,1,0,0,0,120.5,CLE,27,6,4,1,1,1,114.4
1122,GLI,W,8,5,3,0,0,0,110.6,MXC,17,8,4,1,1,1,115.2
1123,GSW,L,23,6,3,0,0,0,115.9,PHX,21,1,0,2,2,2,103.1
1124,MCC,L,5,2,1,0,0,0,104.3,OSC,2,2,2,0,0,0,113.25
1125,ONT,W,2,2,2,0,0,0,104.0,BHM,1,1,0,0,0,0,112.16666666666667
1126,DEN,W,29,8,4,1,1,1,119.3,LAL,20,6,5,2,2,2,122.1
1127,BOS,W,30,6,3,1,1,1,117.9,CHI,22,7,3,2,2,2,120.6
1128,LIN,W,15,6,3,0,0,0,112.7,WCB,14,5,2,0,0,0,111.4
1129,SBL,W,15,6,3,0,0,0,116.3,IWA,12,4,1,0,0,0,120.0
1130,STO,L,14,9,5,0,0,0,114.9,SXF,15,7,4,0,0,0,111.5
1131,MEM,W,29,7,5,1,1,1,116.3,SAS,14,3,1,0,0,0,117.1
1132,SAC,W,24,4,2,1,1,1,119.9,ORL,19,5,2,0,0,0,113.6
1133,WAS,L,18,6,3,0,0,0,117.0,NOP,28,6,1,0,0,0,116.3
1134,RAP,W,8,3,1,2,2,2,112.4,CCG,14,8,5,1,1,1,110.8
1135,NYK,L,25,5,4,0,0,0,114.2,MIL,25,4,3,2,2,2,111.9
1136,LAC,L,23,4,0,0,0,0,115.4,ATL,20,4,1,0,0,0,120.6
1137,WES,L,7,3,1,1,1,1,108.3,LIN,14,6,3,3,3,3,111.3
1138,IND,W,24,7,4,2,2,2,117.8,CHA,11,4,2,0,0,0,116.9
1139,TOR,W,19,3,1,0,0,0,109.7,POR,20,3,2,0,0,0,111.9
1140,PHX,L,21,2,0,0,0,0,106.3,CLE,26,6,3,1,1,1,113.2
1141,DET,L,11,3,2,0,0,0,113.2,PHI,27,7,3,1,1,1,115.8
1142,MEM,W,28,6,5,0,0,0,114.9,UTA,21,3,1,2,2,2,118.6
1143,TEX,L,11,5,2,1,1,1,116.0,MHU,15,9,5,3,3,3,116.1
1144,GRG,L,7,5,2,0,0,0,108.3,MNE,16,8,5,0,0,0,118.9
1145,CPS,L,13,5,1,0,0,0,119.4,AUS,6,2,1,0,0,0,104.9
1146,DEL,W,10,5,2,2,2,2,116.4,GBO,8,4,2,2,2,2,106.1
1147,MIA,L,25,6,3,1,1,1,111.5,BKN,28,9,4,0,0,0,121.9
1148,FWN,L,14,6,3,2,2,2,122.8,CLC,14,7,3,1,1,1,111.5
1149,OKC,W,22,6,2,1,1,1,119.5,DAL,25,8,4,2,2,2,116.0
1150,HOU,L,13,1,0,0,0,0,108.6,MIN,23,4,3,1,1,1,113.5
1151,GLI,L,8,5,3,0,0,0,109.3,MXC,16,8,4,0,0,0,115.7
1152,OKL,L,10,3,2,1,1,1,113.2,SCW,9,3,1,2,2,2,113.2
1153,CHI,W,21,7,3,1,1,1,119.3,UTA,21,3,1,0,0,0,116.5
1154,SLC,W,7,3,1,1,1,1,111.5,IWA,12,5,1,0,0,0,120.5
1155,WCB,L,14,6,2,1,1,1,111.6,OSC,1,1,1,0,0,0,114.66666666666667
1156,SAS,L,14,4,2,0,0,0,117.9,BOS,29,5,3,0,0,0,116.7
1157,GSW,L,23,6,4,0,0,0,116.4,ORL,18,5,1,1,1,1,113.8
1158,SAC,L,24,5,3,4,4,4,118.7,LAL,19,5,4,0,0,0,118.9
1159,TEX,L,11,5,3,1,1,1,119.0,MHU,14,9,5,2,2,2,115.7
1160,SBL,W,14,6,2,1,1,1,115.0,BHM,1,1,1,0,0,0,115.0
1161,DAL,W,24,7,4,0,0,0,113.2,NOP,28,6,2,1,1,1,116.5
1162,RGV,L,14,4,1,0,0,0,115.1,SXF,14,7,3,1,1,1,110.9
1163,SAS,W,13,3,1,0,0,0,115.9,DET,11,3,3,0,0,0,114.4
1164,STO,W,13,8,5,0,0,0,115.0,ONT,2,2,2,0,0,0,107.0
1165,CCG,W,13,7,5,1,1,1,110.1,AUS,6,2,1,0,0,0,105.7
1166,LAL,W,18,5,4,1,1,1,117.8,ATL,20,4,1,0,0,0,121.6
1167,MIL,L,25,5,3,1,1,1,113.3,CHA,10,3,1,0,0,0,114.6
1168,WES,W,6,3,0,0,0,0,107.1,LIN,14,6,4,3,3,3,108.5
1169,OKC,W,21,5,2,1,1,1,117.8,WAS,18,6,4,0,0,0,115.3
1170,DEL,L,10,5,3,2,2,2,115.9,GBO,7,4,1,1,1,1,106.6
1171,TOR,L,19,3,1,1,1,1,110.5,NYK,24,5,3,0,0,0,113.9
1172,NOP,L,28,6,3,1,1,1,117.7,BKN,27,9,4,0,0,0,122.3
1173,WIS,W,10,5,4,1,1,1,106.6,CPS,13,6,1,0,0,0,120.5
1174,PHX,L,21,3,1,0,0,0,108.5,MIA,24,6,3,1,1,1,112.2
1175,GLI,W,7,4,3,2,2,2,107.0,SCW,9,4,1,2,2,2,114.2
1176,DEN,W,28,8,3,0,0,0,119.1,CLE,26,7,3,0,0,0,114.2
1177,RGV,L,14,5,2,0,0,0,115.4,SXF,13,7,2,0,0,0,110.7
1178,MIN,W,22,4,2,1,1,1,115.7,LAC,23,4,1,1,1,1,113.4
1179,IND,W,23,6,4,0,0,0,118.2,POR,20,4,2,1,1,1,114.8
1180,WCB,W,13,5,2,0,0,0,110.2,OSC,1,1,1,0,0,0,113.5
1181,SLC,W,6,2,0,0,0,0,108.7,IWA,12,5,1,0,0,0,121.8
1182,MXC,W,15,8,4,1,1,1,115.5,OKL,10,4,2,0,0,0,113.0
1183,MNE,W,15,7,4,1,1,1,117.8,MCC,5,2,1,0,0,0,103.9
1184,PHI,L,27,8,3,1,1,1,116.4,CHI,20,6,3,0,0,0,119.3
1185,MNE,W,14,6,4,0,0,0,115.2,MCC,5,3,2,0,0,0,105.0
1186,DEN,W,27,7,3,2,2,2,117.7,LAC,23,5,2,0,0,0,114.2
1187,GRG,L,7,5,3,0,0,0,105.8,FWN,13,5,3,2,2,2,120.4
1188,DAL,L,24,8,5,0,0,0,116.7,BOS,28,5,3,1,1,1,116.5
1189,SBL,W,13,6,2,0,0,0,114.9,BHM,1,1,1,0,0,0,117.0
1190,ORL,L,18,6,2,1,1,1,115.8,MEM,27,6,4,1,1,1,116.8
1191,GLI,L,7,4,3,2,2,2,107.6,SCW,8,4,0,1,1,1,113.5
1192,MXC,W,14,8,4,0,0,0,116.9,OKL,10,5,3,0,0,0,114.2
1193,HOU,L,13,1,0,1,1,1,106.7,UTA,20,3,0,1,1,1,116.6
1194,PHI,W,26,8,3,1,1,1,115.8,IND,23,7,4,0,0,0,118.1
1195,FWN,L,13,6,4,2,2,2,122.0,WCB,12,5,2,2,2,2,110.2
1196,SLC,L,6,2,1,1,1,1,109.1,STO,12,7,5,2,2,2,111.7
1197,CLE,W,25,7,2,0,0,0,115.7,PHX,21,4,1,0,0,0,110.8
1198,SAC,L,24,6,3,0,0,0,119.4,ATL,19,3,1,1,1,1,119.9
1199,SXF,W,12,7,2,0,0,0,107.5,TEX,11,5,4,0,0,0,117.3
1200,CHA,L,10,3,1,0,0,0,114.5,MEM,26,6,3,1,1,1,116.5
1201,ORL,W,17,6,2,0,0,0,114.3,OKC,21,5,2,1,1,1,117.1
1202,CHI,W,19,5,2,1,1,1,116.3,BKN,27,10,5,0,0,0,124.7
1203,TOR,L,19,3,2,0,0,0,112.7,MIL,24,4,2,0,0,0,113.0
1204,LIN,W,13,6,3,3,3,3,106.2,RAP,8,4,1,0,0,0,111.9
1205,LAL,W,17,5,3,0,0,0,119.2,MIA,24,7,4,1,1,1,112.3
1206,NOP,W,27,5,3,1,1,1,118.7,HOU,13,1,1,0,0,0,106.7
1207,NYK,W,23,5,2,0,0,0,113.6,SAS,13,3,2,1,1,1,115.7
1208,CCG,W,12,6,5,0,0,0,108.4,AUS,6,2,1,0,0,0,107.0
1209,WIS,W,9,5,3,0,0,0,107.3,CPS,13,7,2,0,0,0,120.9
1210,GSW,L,23,6,5,0,0,0,116.4,DET,10,2,2,1,1,1,113.5
1211,MIN,W,21,4,1,0,0,0,115.6,POR,20,5,2,2,2,2,117.5
1212,OKC,W,20,4,2,0,0,0,113.5,BOS,28,5,4,1,1,1,114.1
1213,BHM,L,1,1,1,0,0,0,117.33333333333333,GLI,6,3,2,1,1,1,106.8
1214,GRG,W,6,4,3,0,0,0,104.8,DEL,10,5,4,1,1,1,116.0
1215,WES,L,6,4,0,0,0,0,111.5,CLC,13,7,2,1,1,1,114.2
1216,UTA,L,20,4,1,0,0,0,117.2,SAC,23,5,2,1,1,1,118.0
1217,MHU,W,13,8,4,1,1,1,114.1,MXC,14,8,5,2,2,2,115.9
1218,MIL,W,23,4,1,0,0,0,113.5,WAS,18,6,5,1,1,1,116.8
1219,OKL,W,9,4,2,0,0,0,110.9,RGV,14,6,2,0,0,0,115.7
1220,IND,W,22,6,4,1,1,1,114.1,TOR,19,3,3,0,0,0,111.2
1221,LIN,W,12,6,2,2,2,2,108.2,RAP,8,4,1,0,0,0,111.8
1222,CPS,L,13,7,3,1,1,1,119.3,OSC,0,0,0,0,0,0,96.0
1223,GRG,L,6,4,3,0,0,0,104.5,DEL,9,4,4,0,0,0,115.8
1224,PHI,W,25,8,3,0,0,0,116.9,NOP,27,5,4,1,1,1,117.6
1225,WES,L,6,5,0,0,0,0,113.1,CLC,12,6,2,0,0,0,112.6
1226,HOU,L,13,2,1,1,1,1,107.2,DAL,23,7,5,2,2,2,114.6
1227,MIN,W,20,3,0,0,0,0,112.0,DEN,27,8,4,0,0,0,120.7
1228,CLE,W,24,6,2,2,2,2,112.3,CHI,19,5,3,0,0,0,114.9
1229,BKN,W,26,10,5,0,0,0,122.8,SAS,13,4,2,0,0,0,116.6
1230,LAC,L,23,6,2,0,0,0,115.5,MIA,23,7,3,1,1,1,110.0
1231,GSW,W,22,5,4,0,0,0,113.2,ATL,19,4,1,0,0,0,118.1
1232,NYK,W,22,5,1,0,0,0,116.2,PHX,21,4,1,1,1,1,112.2
1233,POR,W,19,5,1,0,0,0,116.4,DET,10,3,2,0,0,0,117.0
1234,CHA,L,10,3,2,1,1,1,116.4,LAL,16,4,2,0,0,0,118.9
1235,DEN,W,26,8,4,0,0,0,119.9,BOS,28,5,4,1,1,1,113.7
1236,IWA,L,12,5,2,0,0,0,120.2,TEX,10,5,3,0,0,0,117.4
1237,MIL,L,23,4,1,0,0,0,113.2,WAS,17,5,4,0,0,0,115.0
1238,MEM,W,25,6,3,1,1,1,116.1,SAC,23,5,3,1,1,1,117.1
1239,SXF,W,11,7,2,0,0,0,109.4,ONT,2,2,2,1,1,1,106.0
1240,AUS,L,6,2,2,0,0,0,107.4,STO,11,7,4,0,0,0,113.0
1241,BHM,L,1,1,1,0,0,0,114.0,GLI,5,2,2,0,0,0,103.2
1242,IWA,W,11,5,2,0,0,0,119.0,RAP,8,4,2,1,1,1,111.5
1243,MIN,L,20,3,0,0,0,0,112.8,DET,9,2,1,0,0,0,117.1
1244,UTA,L,20,4,2,0,0,0,115.9,MIA,22,6,2,0,0,0,108.5
1245,SAS,L,13,5,2,0,0,0,115.6,DAL,22,7,5,0,0,0,114.1
1246,MNE,W,13,5,4,1,1,1,113.6,RGV,14,7,2,0,0,0,113.9
1247,WIS,W,8,4,2,1,1,1,108.2,GRG,6,4,4,1,1,1,106.0
1248,HOU,L,13,3,1,0,0,0,108.1,NYK,21,5,0,0,0,0,116.6
1249,SXF,L,11,7,3,0,0,0,110.2,ONT,1,1,1,0,0,0,109.5
1250,IND,W,21,5,4,0,0,0,114.3,LAC,23,7,3,1,1,1,113.9
1251,MCC,W,4,2,1,0,0,0,103.4,WCB,12,6,3,2,2,2,112.3
1252,GBO,L,7,4,1,1,1,1,104.8,CCG,11,5,4,1,1,1,105.8
